,image,dist,label_predict,match
32,798dce26079a4cfa806b5e9880aafb3c.png,0.1074064327182361,338,919c9bee194d4e47872cc2066a038fbc.png
33,dccae3babb2545baab5da4f04af7e72c.png,0.09366031253949403,113,81027daf409d41969c0c04a7f5fcaee7.png
34,7c66531fac5b459089b5506d0be41014.png,0.09938249525063125,399,3aef680d0ed348babc0b11b25f731057.png
35,5f79b903160147b69bdde9224534dcb1.png,0.12327535382357499,908,0b6e6c7c41e742499dd003e534297f07.png
36,8a44aad3eace46e1bc7da683021b3497.png,0.15468481011855023,649,6b267a2b4d524eee877fcc7b3231d5d3.png
37,46ee078b3a7249b1b3ba1eb3493c7883.png,0.09365140047661774,653,018f199790ac47c3886d905e3c3feba8.png
38,6666f45af8424aed9aad8059ea47f6b6.png,0.08530079109401431,720,39c34fc1155d4ba0886c2e88337f3019.png
39,19d06f3399fd4128bda09498f3f31ad1.png,0.114350731609993,21,274d2fae2aa544d49e5aec9d1f0fe21a.png
40,9598ee13d95d47fba42895dd8689f7b5.png,0.08867439890561771,646,a9bd109d9cca4a3897ceca8bfebf60df.png
41,d5a16fcc1fe54cfe871371436f5ca1e1.png,0.09817726522505703,46,177b5d69b41741dfbf35649a94612f7b.png
42,0d6f3b9ddec043efbbd636d8b2445211.png,0.1057945783920957,243,baa868f40c0d4fec8fa29740338a1f7e.png
43,a25a6f6c0fa84afd9692c8c47e0f2c0b.png,0.08633260742620022,243,baa868f40c0d4fec8fa29740338a1f7e.png
44,6f58ce4930294c6985246876a8f44ef9.png,0.10971621431503725,665,cf87b7590a8e4f509e390f290213c522.png
45,f5651c4705f34cf38332fe97cb7400ca.png,0.09511643339753373,583,dc87e0aaae23407da3f9e270463ff568.png
46,41bb9acdbfcb418e9f51adc29a3d2440.png,0.11906500138867893,717,1f16497726604b70a2e2274108e140c3.png
47,721c815c1852424487427fa7f8fceac8.png,0.05702138339117772,490,86f828f87c4a4fe485cd22e0c2a6aaed.png
48,e7d5704856b54bf2b7bcca14e9a774d1.png,0.10317513401823246,557,bc418d276a234a729f73236fc7ffbca7.png
49,f7d975ce020d4b7981fb1385accd1d05.png,0.09205015909550582,319,3c8279b7b45045adbd7a8babe5354a21.png
50,a52a3f74197445cf8dc65164b849e700.png,0.1334773752916148,905,ff88d0532adb4618b431fc3d7bcb8f10.png
51,57949fd809154b579d2b58e3774167a2.png,0.0790434516369729,319,58e0fb687de642ccb748e82b3541d060.png
52,1c3f8bb3b4c7494f8709d86fd4d57807.png,0.16819302173957934,274,c91efc35931e4c3781fe9780e7d06abd.png
53,381c5875cdaa4cb5ae669cc38b5dcb7f.png,0.09072485072980195,871,4e616939988246d99c34cc49557afa45.png
54,8ade30be14724b49a5c35f38ddd2bea8.png,0.11551027922023586,406,8669620494d14873b5b405b959eb9ea3.png
55,5493a70feef74c41a78aaffbd28040fe.png,0.1039644672200008,456,45b7f439ddb84d66b29c6dde9a637696.png
56,299c285b9f2744e9bc5cd43d0f90c9b0.png,0.07307309386966457,547,4c643a0251e54647ba5761ecf5f80df0.png
57,6de1b457fa144f08b824fb97df7b226f.png,0.11749234800527074,819,d1bca5bb0ba0444eb8e69b1b0b262242.png
58,5db9fb826580400b8ebb1e360ac786af.png,0.07079114810671845,157,afef90dd76ea41eb936bf5c4db7a702e.png
59,eec7d7b530c24c738de350f8e4624830.png,0.0847090673170511,358,31af8679acfc4e9fad1f065db6e2364d.png
60,a930234000f74de8b18f436db2c9e169.png,0.041864660660348024,473,4eea7c54c0024e91a5974261b85d57fb.png
61,84a593db2c364fbe9dfaf96df5bf10e6.png,0.13309181469329312,522,6d0e6ba2bed54654b5e42a22c0ff8c08.png
62,c8e7ce5e2a56463c9db9ad5dacb01148.png,0.12729401168490662,363,e75e030ef7be401e8c02ed86780798df.png
63,dd6231434aac4f15861dcba8b2ca1ff6.png,0.09732713339009114,166,a727f6df7e694c85bbcf085664f3f158.png
64,3d3733918f434f4b9adc42d089d569e0.png,0.11218794136658287,529,76ed453f33f1496aad42e8cce31e3397.png
65,f7976172a4e645d3b4984bbd958ff0fe.png,0.07317077495726705,379,9a157804cfb74e7fbc7dc5588a1e5b23.png
66,7127a87c651241ee9594203ade349932.png,0.06566813342758615,469,1c79f5ab7e054723a3dc329f8f3ddf73.png
67,e04ea91428db4fbc86f18eb074872100.png,0.09543580065201157,480,83943714f2034e46b0860146fc807248.png
68,f006f8d1009b4ef5ab9c550582228170.png,0.1245619906107281,363,eaaefd22b6a74328ac172e36c1723037.png
69,5125a4d9b1864253a5dae8bc2529a6f6.png,0.07206037470535899,517,5c011c19568c4e5cbae2a4d9f0466a68.png
70,e6b3efd9598d487bb2c8d4c58d6bfcd8.png,0.093940466373762,459,67b6595d050241aabe7cada3098ef7f0.png
71,2134a26fc722483590d2c3b90c87b5e6.png,0.11998664304128387,942,60e8fc2847b14ce3b741aa77d0f7a09b.png
72,f59664d56bdd40f6a9ceca2f2d625ca0.png,0.1373977697893793,766,fde91ed2faee4b42948a8f6d3216a6f6.png
73,5725fea9142240c997ebbe432ca94b6c.png,0.12168007727562961,130,0cd1c163f91a4ebbafe5568753cda703.png
74,a0cdcdb9966744ee86ed29dfb5d0ebc6.png,0.08116834431605555,877,c29ab43c192d4106bc514ac7248db950.png
75,333ad9b7f23d4c43b6b0a09208266158.png,0.10839524887225094,890,b68c83d45447447c9d6404880dd4af05.png
76,07dc060d73804c7c8bb8cb5e5f58cefb.png,0.0028481314758181907,167,6f58cda2b6494fcf9ec5722475f78a53.png
77,41759220046d4eba820b7f1614af9304.png,0.09539345788324669,888,b554038d4d95427caad7ac8c5ae35a2b.png
78,0ae2c88e65e543edafc5bc3848f94758.png,0.11702710396036878,824,d021f16d4f0e481ba3b4838e6d760255.png
79,78d4feb77a8348b691e150c2e6bd5299.png,0.09316272619999356,389,665811c5870a47c19271b6806eb52b53.png
80,12ff06f5b59842668d4e5b5b0c8f4a2a.png,0.10226588743695508,255,fb6051adf4fc48489e7a91111ec24fdc.png
81,5561ad3ff67740a4907e9851b392e276.png,0.10619844966941219,892,18a7116956c14980bc5afed931e7d36b.png
82,30f47ef48eac4bba9edd5c7746a47f12.png,0.10855246020505313,111,491e45535c194333b1e8c6e9f9e7bc27.png
83,77fcf3a406d14d1d8a7fe902e4a10f18.png,0.07414434194455713,517,2f3afec5b780443e94982d22a2967cec.png
84,b6474961ff5642a49d1c657fd90c2ea1.png,0.12927502377213956,322,862ff14901de49adaf69bb24b4d4bb2d.png
85,653168a20dfb4618b0b644f6c98a2f18.png,0.09916969569699419,509,f1a02a8540334e3a93bb5621e15478b6.png
86,f6795f8c1cce4d109244106a57b0fbf6.png,0.0545411311099444,418,cce9150a3f1c490eb2c479cc223855a2.png
87,5f8764bc10be4433a39c6c174605b924.png,0.10260945817779338,529,59eb83ccb5404ba7af453d70e9560322.png
88,2248e3cd7aa34ff2abafecc714f9016f.png,0.1097100425944649,175,2613a80cbd8d486ea339128527bdcd95.png
89,ed6a512c3ed34492862219774dbc00c4.png,0.1015658627731118,998,c16c2d379cf54b89940eba4ae2ae3c43.png
90,789300232d494247b4845d5751fb292a.png,0.10828079937676292,846,5d47ae72c9f94ec29eecd428af3f3ab7.png
91,80798628f7f24bdf81adb8426fc6b909.png,0.1036627311262047,825,a1ac88d09bb844c984890deaee66b548.png
92,110da06e8d6345f3a3ab728de292cf62.png,0.12498290833751216,984,66ba79b936f94da2804a2efa2ffbbbec.png
93,0c285f8b530e460a88d36307b2d8444b.png,0.1095627509459248,609,2b83a82f148e4ad6894e5d5b9ee737d6.png
94,6cb86dbfb4a24d2493795abf23285fea.png,0.06844630224985014,485,8ecb7dc9bd2b4c7bac03ab9a21e98f00.png
95,8dfb9df404074bfeba9d525a3768eaaa.png,0.025344341913924512,216,d27e73e0abf74a1cb742173da292a4d3.png
96,e2105651c3a64eb69defc00958a1cb37.png,0.12908038256209625,666,53405b6838994f79b9951f0c961de517.png
97,d0c49e1b3bb241a1bff0442f226f0238.png,0.14110709892546408,177,95734eb3c13e4b5dbdf70b3cb939a5c0.png
98,e36f2a8faea24fde91eef0332c9bd22b.png,0.08782683818742648,267,7184a4e8267d42a4b278f29a0ef4ce19.png
99,ff0cd68772634b55b5898ce7d923d091.png,0.12794008529169465,146,f7c271e8850c44299b10ca26e5cb2a14.png
100,9866812295fe4be9bd0c636e70be5451.png,0.09206662321899252,766,f9942aa9195f4254b4fbf0a0ca23fcdc.png
101,a1470b7b7b1f4888938cf398223ba26e.png,0.13023054963605396,880,ff145c5e54184835b023c645df5fd741.png
102,f7cb1520b8d14f539b9a45070ac109f2.png,0.10446783198488005,705,a924822f7c184a5d861a5ebc9718646e.png
103,e8662868e2a94f49bd8603da39f84278.png,0.08949950572927859,517,5c011c19568c4e5cbae2a4d9f0466a68.png
104,4b186944c144484d80a165c84fa44ee3.png,0.17226941313453104,681,75b9462cb62347069ecd34d7da77e49d.png
105,28a6b96264c14c4b91bd3601e9bde6c0.png,0.09418498983989873,917,3d2fb4f925eb401b8b97e01ca06691a3.png
106,2bc14c9385464bbcbb2e772fc657f9bb.png,0.11077062768164597,911,8ffb96a114d7477aa5479159f216d8fe.png
107,0072e6cb8d0e47b1bcb5221c89b51b56.png,0.11186463115006147,435,33df056e4ee9481c815334355d2f15d5.png
108,009b159965524dd3be10f61308cb4a0d.png,0.12202287920880198,865,462443bc01c645ed902651035140b196.png
109,6c5340f7a33645ce882a26e3638bf7f2.png,0.09031046874087287,862,03cd62f155aa4f2c9096be2f46947fae.png
110,44db0285acc644c7b47de7359cfda7c8.png,0.153020924706802,628,2ac4186be847415391de2c7c85aee2c1.png
111,7101f7a99b384b8a8f9abba1326aa7ea.png,0.10660362279895803,304,dde12ed0a35d472b8ba5073087cb7ff3.png
112,f241696597a54691885a8cb1500047f7.png,0.11709192616529554,28,e3eff2694cef48f4b67c98b78d0a92ea.png
113,ad4270551e3c4f9286054a2b5a26ccfe.png,0.09594446048965072,393,2737998363894f969f8fcd0cc1596bf7.png
114,3432798ddf994ff69fa1ffc5c4f9f1e5.png,0.05904268975090193,850,77fdecf000e6417fb165a5e7e0cd242c.png
115,766708115a8c4d7a8b34ab4740407a8c.png,0.08726471845457201,377,bf84b7f8f269488197599c682e9d397d.png
116,07d27af144d24ee2b7400aeb8e815a82.png,0.12025606222377036,687,c9d567f996ed447e81e75a8abe73b2f3.png
117,2fbc69cd5efe43258e527440b954bba4.png,0.10505925997914413,216,d27e73e0abf74a1cb742173da292a4d3.png
118,02267c0afdef4745814088f8a934945c.png,0.14369735705562417,321,4dd240a64e9645fca91f49a1ad587c38.png
119,c18853d70efa49c8a1764d4e01471cc2.png,0.1553734798636854,307,f030aa825a8c44e4bcb49d589487b314.png
120,48b1b86ee0da49a9b36317ca32e8dfd5.png,0.11866493762493177,433,3ac53c6be5b84969be5be824e0f81764.png
121,3eb41006bd04480a9a5f802b0360fcf8.png,0.09452731842911583,716,eeb68b9b478b445b978e8e7edc89a65d.png
122,4d7880a54bac449a8df27fbeec95579e.png,0.14943486102160408,781,37b2fe69ffc6415cad94c4ad74d89189.png
123,30a701fb1fa14fe8b4c472c948061128.png,0.08849021311565206,763,ec593b5114a24ea3a8d886da07dd49ec.png
124,33d487467aa74ded965297d12d8107f2.png,0.015756187434036763,65,506db1e6aa774a6586924378666160b0.png
125,da1b38e14ee1480b8fcdd77736720e11.png,0.10868864530874989,255,7196aa8b631b423ea067b983f59fa085.png
126,ef60950ffb8449148da71d88cad51e2f.png,0.0718326060636902,343,2e08368c2e804b2ca971ed4c199493b8.png
127,55c6d44a2e66410ea18b8c42559981c9.png,0.1294493735794921,409,6e0bd66568704c8085d659b0dba78b31.png
128,551985320c104f6daa532e4820a87dbb.png,0.12201952434910618,328,d07fccdb47334d758a4fcd8a5eee6fed.png
129,27f5fa84a7f847c7941d025728551421.png,0.11567243915689629,231,54da52e33e75482a91a011387fd87e97.png
130,0a9587b7881f41b2aeb7cbf03e719970.png,0.06447926256061297,379,9a157804cfb74e7fbc7dc5588a1e5b23.png
131,d438b78e52824020bd2593e6c863b311.png,0.1138951246803859,301,30f00835614b4588b7d03e3369ca5924.png
132,6b41dbc56f4d426482b6bf9bf7e73cf6.png,0.1026381148203148,906,17e97f47f08a4fb98375f02d7dfb7ab9.png
133,fe8c28b73a944fc485b5c5ffa55ec563.png,0.10400815728926663,664,6631f94bc967445fa1a8a01e3332c758.png
134,acee1d1274444caea580f408e0db8b49.png,0.017537973105844134,695,a9095f6c6f2449a59428390326e9a113.png
135,236409f0715b420c9af4b95aa56a2585.png,0.10608762442820086,32,c01483a2f93847a39961b6f0ad696152.png
136,8eaf2b1ca2114db2933a5145a270df8c.png,0.13398102614636345,648,1f55c9992f6442d9a3ecb6b5c1407b28.png
137,4bc27cc113d3475094b1512157d2a44e.png,0.06640456637229486,807,b0eb3fca444546798fb2c85f916a29ec.png
138,d0f7c87e80934bb8844ab0b5a1b17161.png,0.08716165775428147,848,40b75a9b57bd4a63b01a399f56439fff.png
139,f802acd680364c9e8684257b32574608.png,0.0959341978225028,327,ec8dd97348f346eabb8165c97229df9f.png
140,e383a09fe9f444ddb56c00a2375d46bf.png,0.10766808606601178,919,d652ffb7485745f4ad64b3f0cfadc376.png
141,e47d9eba0da0489fb33645c81e2ad7cc.png,0.08919060534484642,645,518f52d32c60429d873941e57f442154.png
142,2fc262d69c214519aff0f816cf1157ce.png,0.11709708430198523,890,b68c83d45447447c9d6404880dd4af05.png
143,713af0f874a94d96ae7719163feabf23.png,0.09422434907352256,748,989de3434f8c48629230da5bd33f9d68.png
144,fd4271b8b7ec410bb323653f15ab4389.png,0.10408547619544328,411,af6b9d40e30243c7bcc63476a7aa6d1a.png
145,d1bc7640c4f84e839e5248c863097f16.png,0.06571914697838942,82,15cc983db7d3457c98e3fbf12a4357a8.png
146,6bbfb1876e1d42c3bcef75ff6b822882.png,0.17861650681291596,352,df116ca801a24d6f9c20bc5a787fd2d6.png
147,666c24c4ea564c7fa6759dcf5853ecaf.png,0.06965760140669652,547,2b5df18b07b94db1a1f15f4438716171.png
148,5defcf6102574c79be0a03d2c498295a.png,0.19057592881709498,240,6350053da3e04604a2e03e30f7b59c1a.png
149,f0123582eff64c3980e724a83545d837.png,0.11375403926387638,153,ea20be3ea35440b4927a79f0938f261d.png
150,46ff1fd7e4dd4343ac94b28fbe463269.png,0.06469767077885799,574,84b7c55ca22340abb2f73c460e107789.png
151,8ce7712720894ac2bceee6ae2752781a.png,0.14243027448258538,874,909a12ff245343be97ad3e5e89ed335c.png
152,01081716da7444f39ee8fe204ee6cb63.png,0.08174188866613434,984,0a103dce36424744a44f23d85b3758d7.png
153,aa4f7021b5bb4e03b394f441bc87b7a1.png,0.12532960268048082,162,93f006396d854c3ea0c83b5300f67ecc.png
154,6d9b8c4fd8bc4a3e8323ad6f32383761.png,0.10049693553358452,149,3a1c68442c3c4535b434db34dcd527ff.png
155,8e9e58a967914fe1a4d40195a2fbb46d.png,0.10048889345615067,446,c49e0a656cd64eb29583aaf2cfe31bdb.png
156,6560f3c6bd9b43a3b7c8ccf0ac2ca274.png,0.11125263341883913,274,3cff6c5d23ed4e8c85b8821493005385.png
157,b5e23e353c57464bb91d58d1836734b6.png,0.09242795034335136,526,121445fd2acc4362bd66e4441887d043.png
158,4e9e82b4d2a04e1cbfd77403c0948d7d.png,0.08630508042059896,938,579f3ac587eb4c4d8bb581a5c110fe2b.png
159,7c0f6b21cea64db88fafcee5bce77e9f.png,0.06692777019361199,511,1ae4faf532ba429e90bbb03e7df4768a.png
160,c7a32ea3f0be4b938132c96e25a8daa2.png,0.13849816576636997,778,c505e33d2a3848e7a7b748cec894a2cf.png
161,90d03137342e46829fc4a8ee80692582.png,0.07117157812191505,907,a5f9a0b89487468493cec8982528d233.png
162,94c59c3e523347139bb3deea56b755ae.png,0.09518953365430619,172,f01aec761dd74a54acff7e6a488ac00c.png
163,3cb59c42e1d04180917d36244ae25d55.png,0.10642833699850554,826,aaa73f004c4b49bd84608461bd859e17.png
164,6692789fd01e43a7a413cb069bc55256.png,0.10782949334811671,714,37a0f4943e334dd0baf0a3fd29740751.png
165,205222a184c646fa8bd1caff727aed0c.png,0.14513061046170853,872,6f11e29e42d34ca994d9a74089fb4fac.png
166,22635d42c97142c99c68a473b16d7b5b.png,0.11125437119282211,169,58fbbce03f5f44f9b1cac0281dd92bec.png
167,65806f4440324ff3b292e955e8de4da8.png,0.11127779758166398,86,9306ff4820b24cb7bc959ce632c59ba5.png
168,188d36f45e574cd1a79f8ecb13339310.png,0.07960985326694471,995,a4f3fd0a1ae94108b4f9310849711529.png
169,777953953009456e89b88211f9e445f2.png,0.08415853295203299,970,f643fe14ee8f403e91e64c9364c609ae.png
170,57f9eb5ddf7147fca021e507af4ce437.png,0.10324918425569639,778,f6461fad707e4d689d609a29aa89e4ce.png
171,ab38cc977c594a17a4a83405f943269b.png,0.14351753232685138,574,9aa115ac01c8404981ac0bda370140bb.png
172,06f9ba857cdd4d8197c0a297d24d3f9a.png,0.07410548013726219,778,f6461fad707e4d689d609a29aa89e4ce.png
173,1f9b014d0ae94538b0db82f052d27cc0.png,0.10780167853596259,719,562f26ac6a6b4ebfb4e37403fea4f836.png
174,4476ce910e7b402eb17c07f03b062327.png,0.10474271523387906,103,482794d408cc42389b6b877debc96239.png
175,5a843414463a401d9aea47b3a2ba430a.png,0.09177155945673465,247,d3be73855aad4e768e11dcab2a8ff566.png
176,c1fe92f72dfd4b6da9a963716cefa1f4.png,0.10790760193975932,589,c36e85d434c84c918652e1b5eb9ee87b.png
177,fa43ee9215fc4af7b522e22d247c9c38.png,0.08773327126969538,388,253d536c345a4694a27b3bca53a25a9f.png
178,82403085d978494db42ba28e9eeb91e3.png,0.15870488915292444,975,87df77611a9b43349edd4a01df80fec7.png
179,708dc1868a86444eb3d62671471f1e0a.png,0.010124726312275178,515,6750b5fe23674d99ba1fb9a436ed758e.png
180,771733e147674c0da391ea57bf137972.png,0.06060947853725561,150,5820adac36654034b447139fd60554be.png
181,f92a780600094b82a0fff3b688e47b02.png,0.13523779360429428,554,8bc38af08fa04b679b69fc0451fa9c1d.png
182,be2198b37b024a078151016423a197ba.png,0.16250078449556143,821,8b2a69ca44a542a387792a82df61e7bc.png
183,dbe7fd8b0acd4cf286161ff78a7dd0b9.png,0.09475724919550074,506,24c761a6249449f99512692640fc426a.png
184,6904e2f803664fedb3f72b31c2ab8504.png,0.15359477368721908,380,ab19eea86f074760b352bbf9804170ab.png
185,9069f7deebd1410baefd3ffbf94c208e.png,0.06545860231796577,659,e5f6205307e746a2bb74b387a1835a1c.png
186,c71faeb26c564c3398923e0c305b23f8.png,0.07117776317273775,402,c0d0a9addf7649f49b061ad2ae014e14.png
187,0e5684b03175469e8fbb44fe54bd8eee.png,0.11104540835182553,70,ab38bd4972e64100ac20c8145298429f.png
188,db1c42b797f14475a8a33c64ff794dbf.png,0.08904733200546897,402,c0d0a9addf7649f49b061ad2ae014e14.png
189,8ade052f36104e2ab600c6192cb7f040.png,0.08450849083683007,766,85450461ebd0409f8a8ec7f80c75538f.png
190,3cd8c3f4f3e840e5bafe374fecd7fa1b.png,0.06199850694487981,856,d6bfbd7862534f5eb05ac962ae7b362b.png
191,381a8d7da4e941a4afdb6cc659610d6a.png,0.09522036296203515,715,283bdeae5e3c4fce893073b147b96204.png
192,9ef427efc551463b9eeb826ed135faba.png,0.12250766014261265,109,5806bbf8da044278a6d2b0c6c0acfd02.png
193,3d59c473cbb048189101abda5ca40c59.png,0.11280723168803253,328,d07fccdb47334d758a4fcd8a5eee6fed.png
194,1d364f1c5ce9409f9de4330b9b3d9f0e.png,0.15812906603952198,28,a9a369bc335549af828e9cc4f3f3292b.png
195,fbde4a13541c421f8d559b2ea7115f9f.png,0.1294534340822248,637,c6229e8acf69454ea15d1258159e6a32.png
196,d4c94b1426414cd8b4711c618d9552d7.png,0.09060143284890715,586,c2b1c57098a04b51ae31434a2991b5f8.png
197,57fed496893847da933bad02ac14241a.png,0.0977928459971167,179,adb270d7026341838fd302ee28e9f8ba.png
198,b2ab2fc095f043d0a53ebd18bf147839.png,0.1873397459387708,353,0fbd0423c5914451a2b035dfaef85b04.png
199,4cb0eb0d85f045ddaa02b08db0befdcf.png,0.09351456888614915,46,e53842869aee4962b918327bbc146c97.png
200,c9b65c27f03a44f98a8aac19cecf9b42.png,0.062269194661012627,393,2737998363894f969f8fcd0cc1596bf7.png
201,7c322134fabc4913bc55d128ceb38532.png,0.11605607545274116,189,32d35ce392284e6b8ae808166872c06e.png
202,fb11bc50a5f14f9d9538a36ff29023b5.png,0.05110014575877763,651,5617cdfe3ca44a9b93e838718e2e8d76.png
203,5758a7b536eb4f89850dc3488b14501f.png,0.08434223795573349,758,64d86658e5e043778dfdaccf03c3d9a8.png
204,2512ca460ccc46d88f3f2bfd44fbc37c.png,0.08532531892196255,195,024d3095c9f14bd784b1eb7dee700037.png
205,f2ed8c5e535e46b4b7171c0505506768.png,0.07900654734293294,490,ff1ad1bc7b564f669279e6d5e9efe060.png
206,0e48ed88f7f04fa2bec080942f29587e.png,0.0770321352762355,269,782cad47e7d1465eb00eb45a85d43d9c.png
207,fdd4d3e6e7dd49479935160bc757178d.png,0.09346920261393728,995,a4f3fd0a1ae94108b4f9310849711529.png
208,4f701254ad8c450e86b617bcf2174d25.png,0.10467520961708807,743,b3184b17c877444596fcaee775aa7904.png
209,0538b960c9dd42888eea3f3bafd83ab2.png,0.05388835441035869,725,2f6d84e1db19481daef9217266465f68.png
210,f513f518eba247ac95fe34f7c8ff0202.png,0.06016679163188695,767,9d3d0f69db9e4bbfb557fefec4c927ec.png
211,d92d633bd93d462ab3a76d94942b5aff.png,0.11611399848898414,420,eaedacabcf154249a672eff793cbafcb.png
212,0968eca8fe6b4d1da5e7cc1ac90f706f.png,0.1090987488639082,993,b44fe5c9886f4723a941b9ee82f53983.png
213,7d1e060f376e420e905c1cf4264c5bd8.png,0.11576464982577966,192,ffe9f5922c0c4ca5b53a5be6c76e565a.png
214,5167152401384e8780e148101519fa40.png,0.06628454098920272,56,0c53d4ecf12f4b90adac4fe22c275558.png
215,eb132b1118404b5fb64c60e7bcacb2ac.png,0.07760168810266938,547,2b5df18b07b94db1a1f15f4438716171.png
216,f411cbe864044c7cba2c8960c705cdce.png,0.0070544357474547036,589,9c1ab224e77d43aeabd510729c8f7d0a.png
217,e61dbd23c9ab4f4681cc946111c055d9.png,0.10275840769025682,242,90da22d7955b41be9389ac6c3c1db52b.png
218,1155de195bb44a1c97850425e6032a58.png,0.02615079780913292,872,6f11e29e42d34ca994d9a74089fb4fac.png
219,2d00c2c77db34bdebd76b379bbc5538f.png,0.08205446401760974,526,558ab195798c49099e50536a0eba310a.png
220,26fd767c3a99459dbdd0c1c49f83fe11.png,0.11279017808689008,951,12635b4f4a434de9ba663d217dfb84a1.png
221,c716969c2c5740f18d088debcb8219d0.png,0.11037888839311734,245,451e074c5b344889964fb4b405bf3f21.png
222,04fddf6dc1e6429dab46d4781297c505.png,0.07991899121721394,506,7d38c671d98d456d899c5448f13a3842.png
223,c0e8d41076f149099a07df8b531668eb.png,0.1284212450740322,109,5806bbf8da044278a6d2b0c6c0acfd02.png
224,a088e7bc26cd4c7782370c182697e24a.png,0.09725548167345727,758,64d86658e5e043778dfdaccf03c3d9a8.png
225,1c61267d114f480fa03462e2b7de4f69.png,0.0976022930126882,804,1c3300defbf1483b98708515aa651422.png
226,824ee5dc1feb4aa98a8175823e801e45.png,0.1731151903209944,904,a32ce27596074d1293c70cd9cc33af0a.png
227,4c506be912264619aa0439b80d237b03.png,0.11230070600466564,306,6ee8a75414094695af338dfdff6dee43.png
228,8aa85cb48e2e4a10b1bab5ec03422371.png,0.028695123068401857,473,4eea7c54c0024e91a5974261b85d57fb.png
